Order #,SB #,SKU,Item Description,Model,Qty,Category,Unit Retail,Ext. Retail,Brand,UPC,Department,Product Class,Subcategory
1176354,778005,462001,9'X9' DRAWSTRING TARP,462001,3,HARDWARE AND TOOLS,8.47,25.41,,,,,
1176354,777726,1005542215,"""CH-LOCK 9.5"""" CRIMPING TOOL""",909,1,HARDWARE AND TOOLS,25.2,25.2,Channellock,,Tools,,Pliers
1176354,778005,460395,KS SEC TYLO ENTRY POL BRASS,400T 3 CP K6,2,HARDWARE AND TOOLS,12.59,25.18,,,,,
1176354,778005,1005411665,16 ft. 1.25 in. Ratchet Tie-Down Straps with S-Hook (4-Pack) (Please be advised that sets may be missing pieces or otherwise incomplete.),FH0836E,1,HARDWARE AND TOOLS,25.07,25.07,Husky,,Hardware,Tie-Down Straps,Ratchet Straps
1176354,777726,1001509950,Naples Aged Bronze Entry Handle and Single Cylinder Deadbolt Combo Pack (Please be advised that sets may be missing pieces or otherwise incomplete.),MYEX7L1B,1,HARDWARE AND TOOLS,24.96,24.96,Defiant,,Hardware,,Door Locks
1176354,777726,1001411556,Gator Machete Jr with 10.75 in. Blade (Sheath Included),30-001199HDN,1,HARDWARE AND TOOLS,24.78,24.78,Gerber,,Tools,,Cutting Tools
1176354,778005,1004704043,GearKlamp 24 in. Capacity Fast-Action Bar Clamp with 2-3/8 in. Throat Depth,GK60,1,HARDWARE AND TOOLS,24.56,24.56,BESSEY,,Tools,,Fastening Tools
1176354,778005,1006562816,Schumacher Pro Automotive 6-Volt/12-Volt 2-Amp Battery Charger and Maintainer with Auto Voltage Detection,SPR1627,1,HARDWARE AND TOOLS,24.33,24.33,Schumacher Electric,,Automotive,,Car Battery Chargers
1176354,778005,1006197855,12 in. to 16 in. Extendable Adjustable Wrench,HEXTADJ12,1,HARDWARE AND TOOLS,24.32,24.32,,,Tools,,Wrenches
1176354,778005,584266,LATCH W/FACEPLATE FOR SLIDING DOORS,E 2013,3,HARDWARE AND TOOLS,8.08,24.24,,,,,
1176354,777726,1005519885,"120 Watt Power Inverter, 12V DC, 120V AC, Dual USB Charging Ports",PI120SV,1,HARDWARE AND TOOLS,24.08,24.08,Vector,,Automotive,,Car Power Inverters
1176354,777726,798860,HUSKY 26PC SAE & MM BLLND HEX SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HBEHKSM26PC,2,HARDWARE AND TOOLS,12.04,24.08,,,,,
1176354,778005,438342,"""AVP 7-1/4"""" 24T FRAMING CSB (4PK)"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",P0724R4,1,HARDWARE AND TOOLS,24.04,24.04,,,,,
1176354,778005,1002772670,26 in. Plastic Portable Tool Box with Metal Latches in Black,235580,1,HARDWARE AND TOOLS,23.86,23.86,Husky,,Tools,,Portable Tool Boxes
1176354,778005,1001536204,Balboa Venetian Bronze Privacy Bed/Bath Door Handle with Microban Antimicrobial Technology and Lock,93001-767,1,HARDWARE AND TOOLS,23.76,23.76,Kwikset,,Hardware,,Door Handles
1176354,778005,100228,"""ESTWING 16-1/2""""PRO CLAW CONTRCTR BAR""",RSC,1,HARDWARE AND TOOLS,23.65,23.65,,,,,
1176354,778005,1000029807,Metric Quad Drive Ratcheting Wrench Set (2-Piece) (Please be advised that sets may be missing pieces or otherwise incomplete.),HQRRW2PCMM,1,HARDWARE AND TOOLS,23.63,23.63,Husky,,Tools,,Wrenches
1176354,777726,1001839256,HUSKY 2-1/2 IN 5 IN PADDED WORK BELT,GP-53815CN16,1,HARDWARE AND TOOLS,23.48,23.48,,,,,
1176354,777726,532135,HUSKY STUBBY WRENCH/SOCKET SET (Please be advised that sets may be missing pieces or otherwise incomplete.),007-40,1,HARDWARE AND TOOLS,23.32,23.32,,,,,
1176354,777726,1002883306,Fabric Cap Gel/Foam Non-Marring Knee Pads,1H-22382-06,1,HARDWARE AND TOOLS,23.09,23.09,Husky,,Flooring,,Flooring Tools
1176354,777726,1001536203,Balboa Venetian Bronze Passage Hall/Closet Door Handle with Microban Antimicrobial Technology,92001-477,1,HARDWARE AND TOOLS,22.95,22.95,Kwikset,,Hardware,,Door Handles
1176354,777726,1005597945,3/8 in. Drive 100-Position Chrome Locking Flex-Head Ratchet,H100C38FLRAT,1,HARDWARE AND TOOLS,22.89,22.89,Husky,,Tools,,Ratchets & Sockets
1176354,777726,333565,4 TIER BLK SHELVING 28W X 15L X 52H,17307263,1,HARDWARE AND TOOLS,22.43,22.43,,,,,
1176354,778005,1004714737,25 ft. x 1-1/16 in. Compact Magnetic Tape Measure with 15 ft. Reach,48-22-0325,1,HARDWARE AND TOOLS,22.23,22.23,Milwaukee,,Tools,,Measuring Tools
1176354,778005,573074,KS SEC BALBOA BED/BATH SATIN NICKEL,300BL 15 CP,1,HARDWARE AND TOOLS,22.12,22.12,,,,,
1176354,777726,1005589467,"Energizer TAC 1000 LED Flashlight, 1000 Lumens",ENPMHT61,1,HARDWARE AND TOOLS,22.09,22.09,Energizer,,Tools,,Handheld Flashlights
1176354,777726,1005825739,"LED Rechargeable Headlamp Flashlight, 15-Hour Run Time, 400 Lumens (Charging Cable Included)",ENIHDFRLPH,1,HARDWARE AND TOOLS,21.97,21.97,Energizer,,Tools,,Headlamps
1176354,777726,1002338449,1-1/4 in. 12-Point Ratcheting Combination Wrench,HRW1I14,1,HARDWARE AND TOOLS,21.78,21.78,Husky,,Tools,,Wrenches
1176354,778005,1002141574,Hartford Aged Bronze Entry Knob and Double Cylinder Deadbolt Combo Pack (Please be advised that sets may be missing pieces or otherwise incomplete.),BGX7L2B,1,HARDWARE AND TOOLS,21.7,21.7,Defiant,,Hardware,,Door Locks
1176354,778005,1005879666,1/4 in. Drive Ratchet SAE/Metric Standard Socket Set (24-Piece) (Please be advised that sets may be missing pieces or otherwise incomplete.),H4D24PCSWS,1,HARDWARE AND TOOLS,21.64,21.64,Husky,,Tools,Hand Tools,Hand Tool Sets
1176354,777726,1002246008,100 ft. Closed Reel Long Tape Measure,48-22-5101,1,HARDWARE AND TOOLS,21.59,21.59,Milwaukee,,Tools,,Measuring Tools
1176354,778005,572560,KS SEC BALBOA HALL/CLOSET SATIN NICK,200BL 15 CP,1,HARDWARE AND TOOLS,21.29,21.29,,,,,
1176354,777726,572560,KS SEC BALBOA HALL/CLOSET SATIN NICK,200BL 15 CP,1,HARDWARE AND TOOLS,21.29,21.29,,,,,
1176354,777726,388590,DEFIANT HARTFORD COMBO SGL CYL ABZ,BGX7L1,1,HARDWARE AND TOOLS,21.13,21.13,,,,,
1176354,778005,388590,DEFIANT HARTFORD COMBO SGL CYL ABZ,BGX7L1,1,HARDWARE AND TOOLS,21.11,21.11,,,,,
1176354,777726,1007125241,13 IN. WORKDAY BACKPACK,2H-68005-20DI,1,HARDWARE AND TOOLS,21.1,21.1,Husky,,Tools,,Tool Bags
1176354,778005,1001669665,106 Qt. Latching Storage Box,14998004,1,HARDWARE AND TOOLS,21.07,21.07,Sterilite,,Storage & Organization,,Storage Bins
1176354,777726,388590,DEFIANT HARTFORD COMBO SGL CYL ABZ,BGX7L1,1,HARDWARE AND TOOLS,21.03,21.03,,,,,
1176354,778005,1001381073,HUSKY 1/4 3/8 1/2 E-TORX SOCKET SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HETX13PC,1,HARDWARE AND TOOLS,20.96,20.96,Husky,,Tools,,Ratchets & Sockets
1176354,777726,1001381073,HUSKY 1/4 3/8 1/2 E-TORX SOCKET SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HETX13PC,1,HARDWARE AND TOOLS,20.96,20.96,Husky,,Tools,,Ratchets & Sockets
1176354,778005,1005918064,Z2 Auto-Bite 8 in. V-Jaw Tongue and Groove Dual Material Grip Pliers With Quick Adjust Jaws,RTAB8CG,1,HARDWARE AND TOOLS,20.93,20.93,Crescent,,Tools,,Pliers
1176354,777726,1005918064,Z2 Auto-Bite 8 in. V-Jaw Tongue and Groove Dual Material Grip Pliers With Quick Adjust Jaws,RTAB8CG,1,HARDWARE AND TOOLS,20.93,20.93,Crescent,,Tools,,Pliers
1176354,777726,1002246015,MKE 30FT COMPACT TAPE MEASURE,48-22-6630,1,HARDWARE AND TOOLS,20.73,20.73,Milwaukee,,Tools,,Measuring Tools
1176354,777726,1001298046,3-Tier Steel Wire Shelving Unit in Black (24 in. W x 30 in. H x 14 in. D),EH-WSTHDUS-006B,1,HARDWARE AND TOOLS,20.69,20.69,HDX,,Storage & Organization,,Garage Shelving
1176354,777726,1000003752,Accent Series Satin Nickel Left Handed Dummy Door Lever with Camelot Trim,F170 V ACC 619,1,HARDWARE AND TOOLS,20.68,20.68,Schlage,,Hardware,,Door Handles
1176354,777726,1001496333,"""DEWALT PUSHLOCK 10"""" STRAIGHT JAW""",DWHT74427,1,HARDWARE AND TOOLS,20.59,20.59,DEWALT,,Tools,,Pliers
1176354,777726,861461,HUSKY 4PC PLIERS SET (Please be advised that sets may be missing pieces or otherwise incomplete.),96618,1,HARDWARE AND TOOLS,20.38,20.38,,,,,
1176354,777726,1006392673,16 oz. Ball-Peen Hammer with Hickory Handle,2021-16W-HUSKY,1,HARDWARE AND TOOLS,20.33,20.33,Husky,,Tools,,Hammers
1176354,778005,1005847031,Swagger 3.25 in. Drop Point Partially Serrated Tactical Folding Knife,31-004099,1,HARDWARE AND TOOLS,20.26,20.26,Gerber,,Tools,Hand Tools,Knives & Blades
1176354,777726,1005847031,Swagger 3.25 in. Drop Point Partially Serrated Tactical Folding Knife,31-004099,1,HARDWARE AND TOOLS,20.26,20.26,Gerber,,Tools,Hand Tools,Knives & Blades
1176354,778005,1006705919,SOFT CAP FLEX GEL/FOAM KNEE PADS,1H-327-2,1,HARDWARE AND TOOLS,20.24,20.24,Husky,,Flooring,,Flooring Tools
1176354,778005,885700,KS SIG JUNO BED/BATH VENETIAN BRONZE,730J 11P CP,1,HARDWARE AND TOOLS,19.95,19.95,,,,,
1176354,778005,878555,HUSKY 12IN GROOVE JOINT PLIERS,48065,2,HARDWARE AND TOOLS,9.97,19.94,,,,,
1176354,778005,1001723449,Steel Locking Boomerang Hitch Pin with Coupler Lock - Fits 1/2 in. and 5/8 in. Receivers,743M,1,HARDWARE AND TOOLS,19.5,19.5,TowSmart,,Automotive,,Hitches
1176354,777726,107423,"""HUSKY RATCHET 1/2"""" FULL POLISH""",H12FPRAT,1,HARDWARE AND TOOLS,19.42,19.42,,,,,
1176354,777726,1004677275,KREG POCKET HOLE JIG 310,KPHJ310,1,HARDWARE AND TOOLS,19.32,19.32,Kreg,,Tools,,Cutting Tools
1176354,778005,1004308202,HUSKY 2-IN-1 EXTENDABLE LAYOUT SQUAR,HSSP6,1,HARDWARE AND TOOLS,19.28,19.28,Husky,,Tools,,Marking Tools & Layout Tools
1176354,777726,1004308202,HUSKY 2-IN-1 EXTENDABLE LAYOUT SQUAR,HSSP6,1,HARDWARE AND TOOLS,19.28,19.28,Husky,,Tools,,Marking Tools & Layout Tools
1176354,777726,1005539300,12 in. V-Jaw Tongue and Groove Pliers,442,1,HARDWARE AND TOOLS,19.22,19.22,Channellock,,Tools,,Pliers
1176354,777726,1000091116,Prestige Spyglass Satin Nickel Dummy Door Handle,656739,1,HARDWARE AND TOOLS,19.12,19.12,Baldwin,,Hardware,,Door Handles
1176354,777726,878984,HUSKY 16IN GROOVE JOINT PLIERS,48066,1,HARDWARE AND TOOLS,19.08,19.08,,,,,
1176354,778005,769101,HUSKY 11PC MASTER ACCESORY SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HACCY11PC,1,HARDWARE AND TOOLS,18.89,18.89,,,,,
1176354,777726,1003003278,WISS 9-4/5 IN OFFSET STRT CUT SNIP,M8OS,1,HARDWARE AND TOOLS,18.69,18.69,Wiss,,Tools,,Cutting Tools
1176354,777726,1003177434,25 ft. Nylon Recoil Kit (15-Piece) (Please be advised that sets may be missing pieces or otherwise incomplete.),41252BXHOM,1,HARDWARE AND TOOLS,18.54,18.54,Husky,,Tools,,Air Compressor Parts & Accessories
1176354,778005,1002624874,Cove Satin Nickel Keyed Entry Door Knob,94002-821,1,HARDWARE AND TOOLS,18.52,18.52,Kwikset,,Hardware,,Door Knobs
1176354,777726,971419,KS SIG JUNO HAL/CLOSET VENETIAN BRNZ,720J 11P CP,1,HARDWARE AND TOOLS,18.48,18.48,,,,,
1176354,778005,312955,DRAWER SAFE,DS-1,1,HARDWARE AND TOOLS,18.35,18.35,,,,,
1176354,777726,716281,KS SEC SGL CYL DBOLT SATIN NICKEL,660 15 CP K6,1,HARDWARE AND TOOLS,18.33,18.33,,,,,
1176354,778005,715324,KS SEC POLO ENTRY SATIN NICKEL,400P 15 CP K6,1,HARDWARE AND TOOLS,18.26,18.26,,,,,
1176354,777726,1002457190,XLT Miter Trim Cutter,FT6012,1,HARDWARE AND TOOLS,18.12,18.12,RIDGID,,Flooring,,Flooring Tools
1176354,778005,1001401398,"Diecast, White, Outside Patio Door Pull with Key",C 1120,1,HARDWARE AND TOOLS,17.99,17.99,Prime-Line,,Hardware,,Sliding Door Hardware
1176354,777726,1000029788,3/8 in. Drive Standard Metric Impact Socket Set (9-Piece) (Please be advised that sets may be missing pieces or otherwise incomplete.),H3DIMSM9PC,1,HARDWARE AND TOOLS,17.99,17.99,Husky,,Tools,,Ratchets & Sockets
1176354,777726,637331,HUSKY TAMPRPRF TORX 8PC BIT SCKT SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HTPTXBS8PCSR,1,HARDWARE AND TOOLS,17.93,17.93,,,,,
1176354,777726,419859,"""1-1/8"""" TANDEM GLASS DOOR ROLLER""",D 1727,2,HARDWARE AND TOOLS,8.95,17.9,,,,,
1176354,777726,1002669469,"1 in. Dia Face, Mailbox Lock, No Cams, Diecast Construction, Nickle Plated Finish, Auth-Florence, Opens Clockwise, 90",S 4710,2,HARDWARE AND TOOLS,8.95,17.9,Prime-Line,,Hardware,Mailboxes,Mailbox Hardware
1176354,777726,1002585112,"1 in., Steel, Sliding Door Tandem Roller Assembly",D 1979,1,HARDWARE AND TOOLS,17.88,17.88,Prime-Line,,Hardware,,Door Repair
1176354,778005,567434,KS SEC SGL CYL DBOLT ANT BRONZE,660 5 CP K6,1,HARDWARE AND TOOLS,17.6,17.6,,,,,
1176354,777726,567434,KS SEC SGL CYL DBOLT ANT BRONZE,660 5 CP K6,1,HARDWARE AND TOOLS,17.6,17.6,,,,,
1176354,777726,637758,KS SEC COVE HALL/CLOSET VEN BRONZE,200CV 11P CP,1,HARDWARE AND TOOLS,17.14,17.14,,,,,
1176354,778005,284576,HANDLE W/LATCH FOR SLIDING DOORS,C 1006,1,HARDWARE AND TOOLS,17.09,17.09,,,,,
1176354,777726,1005440823,4 in. Bi-Metal Folding Knife with Nylon Handle,90107,1,HARDWARE AND TOOLS,17.04,17.04,SOG,,Tools,,Knives & Blades
1176354,778005,667368,POCKET DOOR PRIVACY LATCH SAT NICKEL,N 7239,2,HARDWARE AND TOOLS,8.51,17.02,,,,,
1176354,777726,1002145413,"Energizer Vision HD+ Focus LED Headlamp, 400 Lumens",HDD32EH,1,HARDWARE AND TOOLS,16.84,16.84,Energizer,,Tools,,Headlamps
1176354,778005,1000051893,Crates and Pallet 18 in. x 12.5 in. x 9.5 in. Large Wood Crate,CRAT18,1,HARDWARE AND TOOLS,16.76,16.76,Crates & Pallet,,Storage & Organization,,
1176354,777726,693295,KS SEC SGL CYL DBOLT VEN BRONZE,660 11P CP K6,1,HARDWARE AND TOOLS,16.74,16.74,,,,,
1176354,777726,115151,KS SECURITY SGL CYL DBOLT SATN CHRM,660 26D CP K6,1,HARDWARE AND TOOLS,16.55,16.55,,,,,
1176354,777726,1002141575,Hartford Satin Nickel Entry Knob and Double Cylinder Deadbolt Combo Pack (Please be advised that sets may be missing pieces or otherwise incomplete.),BGX2L2B,1,HARDWARE AND TOOLS,16.53,16.53,Defiant,,Hardware,,Door Locks
1176354,777726,300774,DEFIANT HARTFORD COMBO SGL CYL SN,BGX2L1,1,HARDWARE AND TOOLS,16.51,16.51,,,,,
1176354,777726,1004677287,Easy-Set Drill Bit with Stop Collar and Gauge/Hex Wrench (Please be advised that sets may be missing pieces or otherwise incomplete.),KPHA308,1,HARDWARE AND TOOLS,16.35,16.35,Kreg,,Tools,Woodworking Tools,Woodworking Jigs
1176354,777726,1005074123,HUSKY 1/2 IN SWIVEL MAG SOCKET RAIL,H2DSWIVMGRAIL,1,HARDWARE AND TOOLS,16.23,16.23,Husky,,Tools,,Tool Accessories
1176354,777726,1005074125,HUSKY 3/8 IN SWIVEL MAG SOCKET RAIL,H3DSWIVMGRAIL,1,HARDWARE AND TOOLS,16.23,16.23,Husky,,Tools,,Tool Accessories
1176354,778005,1006197859,HUSKY 3PC STRIKING SCREWDRIVER SET (Please be advised that sets may be missing pieces or otherwise incomplete.),H3PCSTRKSDS,1,HARDWARE AND TOOLS,16.21,16.21,,,Tools,,Hand Tool Sets
1176354,778005,1001592740,500 Lumens LED Aluminum Flashlight,HD-1570,1,HARDWARE AND TOOLS,16.1,16.1,Defiant,,Tools,,Handheld Flashlights
1176354,777726,492238,METAL SPRING DOOR CLOSER - BROWN,KC17HD,1,HARDWARE AND TOOLS,15.99,15.99,,,,,
1176354,778005,563065,"""4"""" INDUSTRIAL CASTERS""",30260PS,1,HARDWARE AND TOOLS,15.74,15.74,,,,,
1176354,777726,567418,KS SEC SGL CYL DBOLT POL BRASS,660 3 CP K6,1,HARDWARE AND TOOLS,15.74,15.74,,,,,
1176354,778005,109649,"""HUSKY BREAKER BAR 1/2"""" 15""""""",H12BB15,1,HARDWARE AND TOOLS,15.54,15.54,,,,,
1176354,778005,1001401204,"""9""""ALUM LH TEARDROP CASEMENT OPERATOR""",H 4282,1,HARDWARE AND TOOLS,15.34,15.34,,,,,
1176354,778005,183032,HUSKY MICRODRIVER SET 16PC (Please be advised that sets may be missing pieces or otherwise incomplete.),HRWMD16PCS,1,HARDWARE AND TOOLS,15.22,15.22,,,,,
1176354,778005,650488,DEFIANT BRANDYWINE COMBO DBL CYL PB,B87L2,1,HARDWARE AND TOOLS,15.2,15.2,,,,,
1176354,778005,1002624866,KS SEC COVE BED/BATH SATIN NICKEL,93001-866,1,HARDWARE AND TOOLS,14.67,14.67,,,,,
1176354,778005,634714,"""HUSKY 10PC 3/8"""" DRV MM DEEP SCKT SET"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H3DDPMM10PCSR,1,HARDWARE AND TOOLS,14.67,14.67,,,,,
1176354,778005,634689,"""HUSKY 10PC 3/8"""" DRV SAE DEEP SCKTS"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",H3DDPSAE10PCSR,1,HARDWARE AND TOOLS,14.67,14.67,,,,,
1176354,778005,1000024270,HUSKY 10PC. SCREWDRIVER SET (Please be advised that sets may be missing pieces or otherwise incomplete.),246340100,1,HARDWARE AND TOOLS,14.46,14.46,Husky,,Tools,,Screwdrivers & Nut Drivers
1176354,777726,711572,INTERNAL GLASS DOOR HANDLE,C 1107,1,HARDWARE AND TOOLS,14.42,14.42,,,,,
1176354,777726,503642,RIDGID HI-EFFCNY FLTR - 3-4.5G+ VACS,VF3500,1,HARDWARE AND TOOLS,14.38,14.38,,,,,
1176354,778005,584029,UNIVERSAL GLASS DOOR HANDLE ALUM,C 1023,1,HARDWARE AND TOOLS,14.15,14.15,,,,,
1176354,778005,1001855882,12 in 1 Quick Load Ratcheting Screwdriver,99515,1,HARDWARE AND TOOLS,14.14,14.14,,,Tools,,Screwdrivers & Nut Drivers
1176354,777726,1002624848,KS SEC COVE HALL/CLOSET SATIN NICKEL,92001-509,1,HARDWARE AND TOOLS,13.85,13.85,,,,,
1176354,777726,1003182030,3/8 X 50 YELLOW HYBRID AIR HOSE,575-50A-HOM,1,HARDWARE AND TOOLS,13.82,13.82,,,,,
1176354,778005,715687,KS SEC POLO BED/BATH SATIN NICKEL,300P15 CP,1,HARDWARE AND TOOLS,13.8,13.8,,,,,
1176354,778005,1001723482,1-1/8 in. and 1-1/2 in. Torque Hitch Ball Wrench,721,1,HARDWARE AND TOOLS,13.76,13.76,TowSmart,,Tools,,Wrenches
1176354,778005,107385,"""HUSKY RATCHET 3/8"""" FULL POLISH""",H38FPRAT,1,HARDWARE AND TOOLS,13.44,13.44,,,,,
1176354,777726,107385,"""HUSKY RATCHET 3/8"""" FULL POLISH""",H38FPRAT,1,HARDWARE AND TOOLS,13.44,13.44,,,,,
1176354,777726,1001669661,64 Qt. Latching Storage Box,14978006,1,HARDWARE AND TOOLS,13.38,13.38,Sterilite,,Storage & Organization,,Storage Bins
1176354,777726,126752,"""CRESCENT 4"""" CSHN GRIP SHEAR CUT 2 PK"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",S2KS5,1,HARDWARE AND TOOLS,13.29,13.29,,,,,
1176354,778005,623836,HUSKY 7PC SAE STUBBY WRENCH SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HSTW7PCSAE,1,HARDWARE AND TOOLS,13.16,13.16,,,,,
1176354,778005,1003181431,TIRE INFLATION GUN,HDA51500,1,HARDWARE AND TOOLS,13.08,13.08,,,,,
1176354,777726,1003181431,TIRE INFLATION GUN,HDA51500,1,HARDWARE AND TOOLS,13.08,13.08,,,,,
1176354,777726,1003184676,16 ft. Compact Auto Lock Tape Measure,48-22-6816,1,HARDWARE AND TOOLS,13.06,13.06,Milwaukee,,Tools,,Measuring Tools
1176354,778005,1000055184,1/4 in. x 50 ft. Polyurethane Air Hose,14-50-HOM,1,HARDWARE AND TOOLS,12.95,12.95,Husky,,Tools,,Air Compressor Parts & Accessories
1176354,777726,1000055184,1/4 in. x 50 ft. Polyurethane Air Hose,14-50-HOM,1,HARDWARE AND TOOLS,12.95,12.95,Husky,,Tools,,Air Compressor Parts & Accessories
1176354,777726,831255,DEFIANT BRANDYWINE COMBO SGL CYL SS,B86L1,1,HARDWARE AND TOOLS,12.88,12.88,,,,,
1176354,778005,738237,KS SEC TYLO ENTRY SATIN CHROME,400T 26D CP K6,1,HARDWARE AND TOOLS,12.84,12.84,,,,,
1176354,777726,994682,COAST G25 LED FLASHLIGHT,HD7547CP,1,HARDWARE AND TOOLS,12.73,12.73,,,,,
1176354,777726,460395,KS SEC TYLO ENTRY POL BRASS,400T 3 CP K6,1,HARDWARE AND TOOLS,12.59,12.59,,,,,
1176354,777726,1004864726,600 Lumens LED Virtually Unbreakable Aluminum Flashlight,19FL0603,1,HARDWARE AND TOOLS,12.47,12.47,Husky,,Tools,,Handheld Flashlights
1176354,778005,781252,PATO DR HNDL ASSEM FLUSH MNT BLK,C 1076,1,HARDWARE AND TOOLS,11.98,11.98,,,,,
1176354,777726,1003433678,HUSKY FOLDING NUT DRIVER SET MM (Please be advised that sets may be missing pieces or otherwise incomplete.),HFNDMM6PC,1,HARDWARE AND TOOLS,11.98,11.98,,,,,
1176354,777726,1006309527,DEFIANT EMERGENCY AUTOMOTIVE KIT,DAL500QP,1,HARDWARE AND TOOLS,11.8,11.8,Defiant,,Tools,,Home Safety
1176354,778005,879563,HUSKY SOFT CAP KNEE PAD,1DM-354,1,HARDWARE AND TOOLS,11.73,11.73,,,,,
1176354,777726,1001831281,7 in. 3-Pocket Clip On Tool Belt Pouch,GP-53260N16,1,HARDWARE AND TOOLS,11.73,11.73,Husky,,Tools,,Tool Belts
1176354,777726,818465,GLASS DOOR LATCH PULL CHROME,C 1045,1,HARDWARE AND TOOLS,11.69,11.69,,,,,
1176354,777726,1007707591,HDX 20 GAL TOTE WATERCRESS,2120-4419108,1,HARDWARE AND TOOLS,11.37,11.37,HDX,,Storage & Organization,,Storage Bins
1176354,778005,798400,HUSKY 26PC SAE & MM LONG ARM HEX SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HLAHKSM26PC,1,HARDWARE AND TOOLS,11.35,11.35,,,,,
1176354,777726,798400,HUSKY 26PC SAE & MM LONG ARM HEX SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HLAHKSM26PC,1,HARDWARE AND TOOLS,11.35,11.35,,,,,
1176354,778005,508424,FAST TRACK STEEL MULTI-PURPOSE HOOK,1784459,1,HARDWARE AND TOOLS,11.3,11.3,,,,,
1176354,778005,108653,HDX 12 GALLON FLIP TOP TOTE,211512,1,HARDWARE AND TOOLS,11.24,11.24,,,,,
1176354,778005,1000055182,1/4 X 25 POLYURETHANE RECOIL HOSE,24-25E-RET-HOM,1,HARDWARE AND TOOLS,11.23,11.23,,,,,
1176354,778005,508491,FAST TRACK STEEL HOSE HOOK,1785478,1,HARDWARE AND TOOLS,11.2,11.2,,,,,
1176354,778005,1005019802,2-in-1 Folding Utility Knife and Sporting Knife,99978,1,HARDWARE AND TOOLS,11.2,11.2,Husky,,Tools,,Knives & Blades
1176354,778005,906223,50' DISH FOAM ROLL,20020010,1,HARDWARE AND TOOLS,11.14,11.14,,,,,
1176354,777726,1003262773,27 oz. Dead-Blow Hammer with Rubber Handle,99816,1,HARDWARE AND TOOLS,10.91,10.91,Husky,,Tools,,Hammers
1176354,778005,508136,FAST TRACK STEEL POWER TOOL HOLDER,1784460,1,HARDWARE AND TOOLS,10.75,10.75,,,,,
1176354,777726,1002620877,16 in. Plastic Portable Tool Box with Metal Latch (1.6 mm) in Black,THD2015-03,1,HARDWARE AND TOOLS,10.72,10.72,Husky,,Tools,,Portable Tool Boxes
1176354,778005,637027,"""HUSKY 11PC 1/4"""" AND 3/8"""" TORX SCKTS"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",HTXBS11PCSR,1,HARDWARE AND TOOLS,10.5,10.5,,,,,
1176354,778005,558693,"""RYOBI 6"""" BUFFING WHEEL 3-PC SET"" (Please be advised that sets may be missing pieces or otherwise incomplete.)",A04BW01,1,HARDWARE AND TOOLS,10.47,10.47,,,,,
1176354,777726,823147,"""HUSKY 8"""" C-CLAMP""",008-209-HKY,1,HARDWARE AND TOOLS,10.33,10.33,,,,,
1176354,777726,107319,"""HUSKY RATCHET 1/4"""" FULL POLISH""",H14FPRAT,1,HARDWARE AND TOOLS,10.21,10.21,,,,,
1176354,777726,1001475621,HUSKY 17PC FLDNG BLL HEX KEY SAE/MM (Please be advised that sets may be missing pieces or otherwise incomplete.),HBEFHKSM17PC,1,HARDWARE AND TOOLS,10.19,10.19,,,,,
1176354,777726,1000029736,HUSKY 5PC TORX SCREWDRIVER SET (Please be advised that sets may be missing pieces or otherwise incomplete.),20210002,1,HARDWARE AND TOOLS,10.16,10.16,Husky,,Tools,,Screwdrivers & Nut Drivers
1176354,777726,666789,POCKET DOOR PASSAGE LATCH SAT NICKEL,N 7238,1,HARDWARE AND TOOLS,10.11,10.11,,,,,
1176354,778005,1006250119,200 Lumens Plastic Flashlights (3-Pack) (Please be advised that sets may be missing pieces or otherwise incomplete.),90360,1,HARDWARE AND TOOLS,9.98,9.98,Defiant,,Tools,Flashlights,Handheld Flashlights
1176354,778005,745383,"""ANVIL 14"""" BOLT CUTTERS""",9001H,1,HARDWARE AND TOOLS,9.9,9.9,,,,,
1176354,777726,401910,1/4 NPT MINI AIR FILTER,HDA70403AV,1,HARDWARE AND TOOLS,9.9,9.9,,,,,
1176354,778005,843040,HUSKY 13PC SAE LONG ARM HEX SET (Please be advised that sets may be missing pieces or otherwise incomplete.),HLAHKS13PC,1,HARDWARE AND TOOLS,9.79,9.79,,,,,
1176354,777726,575350,KS SEC BALBOA DUMMY RH SATIN NICKEL,94880-496,1,HARDWARE AND TOOLS,9.76,9.76,,,,,
1176354,777726,1007001744,HARD CAP KNEE PADS,2H-357-DI,1,HARDWARE AND TOOLS,9.74,9.74,Husky,,Safety Equipment,,
1176354,778005,1001399185,"Polished Chrome, Pocket Door Privacy Lock",N 6773,1,HARDWARE AND TOOLS,9.73,9.73,Prime-Line,,Hardware,Door Hardware,Door Locks
